prompt_text,inferred_speaker
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""The indirect boast;--for you are really proud of your defects in writing, because you consider them as proceeding from a rapidity of thought and carelessness of execution, which if not estimable, you think at least highly interesting. The power of doing any thing with quickness is always much prized by the possessor, and often without any attention to the imperfection of the performance. When you told Mrs. Bennet this morning that if you ever resolved on quitting Netherfield you should be gone in five minutes, you meant it to be a sort of panegyric, of compliment to yourself--and yet what is there so very laudable in a precipitance which must leave very necessary business undone, and can be of no real advantage to yourself or any one else?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Nay,"" cried Bingley, ""this is too much, to remember at night all the foolish things that were said in the morning. And yet, upon my honour, I believed what I said of myself to be true, and I believe it at this moment. At least, therefore, I did not assume the character of needless precipitance merely to shew off before the ladies.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thanks!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I dare say you believed it; but I am by no means convinced that you would be gone with such celerity. Your conduct would be quite as dependant on chance as that of any man I know; and if, as you were mounting your horse, a friend were to say, 'Bingley, you had better stay till next week,' you would probably do it, you would probably not go--and, at another word, might stay a month.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Character: Bingley"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You have only proved by this,"" cried Elizabeth, ""that Mr. Bingley did not do justice to his own disposition. You have shewn him off now much more than he did himself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Thank you!"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I am exceedingly gratified,"" said Bingley, ""by your converting what my friend says into a compliment on the sweetness of my temper. But I am afraid you are giving it a turn which that gentleman did by no means intend; for he would certainly think the better of me, if under such a circumstance I were to give a flat denial, and ride off as fast as I could.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Would Mr. Darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Upon my word I cannot exactly explain the matter, Darcy must speak for himself.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You expect me to account for opinions which you chuse to call mine, but which I have never acknowledged. Allowing the case, however, to stand according to your representation, you must remember, Miss Bennet, that the friend who is supposed to desire his return to the house, and the delay of his plan, has merely desired it, asked it without offering one argument in favour of its propriety.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.","

Answer:
Mr. Darcy"
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To yield readily--easily--to the _persuasion_ of a friend is no merit with you.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""To yield without conviction is no compliment to the understanding of either.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You appear to me, Mr. Darcy, to allow nothing for the influence of friendship and affection. A regard for the requester would often make one readily yield to a request, without waiting for arguments to reason one into it. I am not particularly speaking of such a case as you have supposed about Mr. Bingley. We may as well wait, perhaps, till the circumstance occurs, before we discuss the discretion of his behaviour thereupon. But in general and ordinary cases between friend and friend, where one of them is desired by the other to change a resolution of no very great moment, should you think ill of that person for complying with the desire, without waiting to be argued into it?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Will it not be advisable, before we proceed on this subject, to arrange with rather more precision the degree of importance which is to appertain to this request, as well as the degree of intimacy subsisting between the parties?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""By all means,"" cried Bingley; ""let us hear all the particulars, not forgetting their comparative height and size; for that will have more weight in the argument, Miss Bennet, than you may be aware of. I assure you that if Darcy were not such a great tall fellow, in comparison with myself, I should not pay him half so much deference. I declare I do not know a more aweful object than Darcy, on particular occasions, and in particular places; at his own house especially, and of a Sunday evening when he has nothing to do.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", 
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I see your design, Bingley,"" said his friend.--""You dislike an argument, and want to silence this.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Perhaps I do. Arguments are too much like disputes. If you and Miss Bennet will defer yours till I am out of the room, I shall be very thankful; and then you may say whatever you like of me.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""What you ask,"" said Elizabeth, ""is no sacrifice on my side; and Mr. Darcy had much better finish his letter.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Do not you feel a great inclination, Miss Bennet, to seize such an opportunity of dancing a reel?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh!"" said she, ""I heard you before; but I could not immediately determine what to say in reply. You wanted me, I know, to say 'Yes,' that you might have the pleasure of despising my taste; but I always delight in overthrowing those kind of schemes, and cheating a person of their premeditated contempt. I have therefore made up my mind to tell you, that I do not want to dance a reel at all--and now despise me if you dare.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Indeed I do not dare.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I hope,"" said she, as they were walking together in the shrubbery the next day, ""you will give your mother-in-law a few hints, when this desirable event takes place, as to the advantage of holding her tongue; and if you can compass it, do cure the younger girls of running after the officers.--And, if I may mention so delicate a subject, endeavour to check that little something, bordering on conceit and impertinence, which your lady possesses.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Have you any thing else to propose for my domestic felicity?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""Oh! yes.--Do let the portraits of your uncle and aunt Philips be placed in the gallery at Pemberley. Put them next to your great uncle the judge. They are in the same profession, you know; only in different lines. As for your Elizabeth's picture, you must not attempt to have it taken, for what painter could do justice to those beautiful eyes?""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.", Thank you!
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""It would not be easy, indeed, to catch their expression, but their colour and shape, and the eye-lashes, so remarkably fine, might be copied.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""I did not know that you intended to walk,""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
"OUTPUT THE NAME OF THE CHARACTER WHO SAID:
'""You used us abominably ill,"" answered Mrs. Hurst, ""in running away without telling us that you were coming out.""'

Only give me the speaker’s name and nothing else. Please do NOT include the quote in the response.",
